Date,Open,High,Low,Close,Volume,Company
2010-02-17,393.4199810028076,400.88999366760254,393.21251583099365,400.0600142478943,12235200,GameStop
2010-02-18,399.0224905014038,404.625,396.5325126647949,402.96500158309937,9183200,GameStop
2010-02-19,401.09749841690063,403.38001108169556,399.0224905014038,400.68248891830444,11946800,GameStop
2010-02-22,401.5125079154968,401.5125079154968,394.25,395.90999841690063,10532800,GameStop
2010-02-23,394.4575047492981,397.1549873352051,390.51499366760254,391.552517414093,14362000,GameStop
2010-02-24,393.00501108169556,393.8349905014038,388.8549952507019,391.3450126647949,15390400,GameStop
2010-02-25,362.7099905014038,363.7475142478943,355.240017414093,363.3325047492981,65709600,GameStop
2010-02-26,364.99250316619873,368.7275094985962,355.447482585907,356.90001583099365,27936800,GameStop
2010-03-01,358.7675189971924,364.78499841690063,358.1450047492981,362.9174952507019,18755200,GameStop
2010-03-02,364.78499841690063,367.8974905014038,360.2200126647949,362.9174952507019,13546400,GameStop
2010-03-03,364.36998891830444,372.25501108169556,362.5024857521057,370.3875079154968,18618800,GameStop
2010-03-04,371.009982585907,377.02750158309937,366.0299873352051,369.1425189971924,19592400,GameStop
2010-03-05,370.3875079154968,376.6124920845032,368.3125,375.15999841690063,17628800,GameStop
2010-03-08,376.197482585907,386.1575126647949,375.36750316619873,383.2524857521057,14404400,GameStop
2010-03-09,382.21500158309937,385.53499841690063,371.009982585907,374.74498891830444,20690400,GameStop
2010-03-10,374.1225142478943,380.7625079154968,372.25501108169556,379.3100142478943,15324000,GameStop
2010-03-11,378.4799952507019,409.1899857521057,376.4049873352051,401.5125079154968,70812800,GameStop
2010-03-12,405.2475142478943,411.68000316619873,396.740017414093,398.6074810028076,19390800,GameStop
2010-03-15,398.19251108169556,403.58751583099365,388.8549952507019,402.5499920845032,16786000,GameStop
2010-03-16,404.4174952507019,404.4174952507019,396.3250079154968,402.75749683380127,14022800,GameStop
2010-03-17,402.3424873352051,413.13249683380127,399.8525094985962,412.0950126647949,29221600,GameStop
2010-03-18,446.7475142478943,458.7825126647949,436.3725142478943,439.06999683380127,75227200,GameStop
2010-03-19,438.0325126647949,443.634982585907,433.6749920845032,438.0325126647949,31450800,GameStop
2010-03-22,449.0299873352051,456.7075047492981,444.0499920845032,448.2000079154968,32534400,GameStop
2010-03-23,447.16248416900635,462.72498416900635,445.08751583099365,460.65001583099365,29708800,GameStop
2010-03-24,457.74498891830444,457.74498891830444,446.5400094985962,450.4824810028076,22520800,GameStop
2010-03-25,456.5,460.65001583099365,450.6899857521057,451.9350142478943,17515200,GameStop
2010-03-26,452.76499366760254,456.5,447.57749366760254,456.5,11542800,GameStop
2010-03-29,459.4049873352051,462.72498416900635,450.8974905014038,451.7275094985962,13868000,GameStop
2010-03-30,451.7275094985962,457.53748416900635,449.44499683380127,452.76499366760254,11360400,GameStop
2010-03-31,449.44499683380127,456.9150094985962,449.44499683380127,454.63249683380127,17516000,GameStop
2010-04-01,454.84000158309937,466.4599905014038,454.84000158309937,464.7999920845032,15999600,GameStop
2010-04-05,466.0449810028076,470.19499683380127,463.7625079154968,469.7799873352051,12947600,GameStop
2010-04-06,468.32749366760254,469.7799873352051,463.55500316619873,467.0825047492981,10560400,GameStop
2010-04-07,464.5924873352051,470.81751108169556,463.34749841690063,470.61000633239746,17577200,GameStop
2010-04-08,469.7799873352051,481.8149857521057,466.6674952507019,479.740017414093,17962800,GameStop
2010-04-09,481.6074810028076,485.134982585907,472.8925189971924,483.47498416900635,14136400,GameStop
2010-04-12,484.927517414093,490.322482585907,481.19251108169556,487.0024857521057,17782800,GameStop
2010-04-13,486.38001108169556,491.56751108169556,481.8149857521057,490.94499683380127,18796000,GameStop
2010-04-14,492.8125,498.2075047492981,490.5299873352051,496.96251583099365,20700800,GameStop
2010-04-15,498.0,516.4674873352051,495.7174873352051,506.71500158309937,28872400,GameStop
2010-04-16,529.125,530.1624841690063,509.82749366760254,514.8074889183044,44103600,GameStop
2010-04-19,519.7874841690063,532.6525015830994,518.1274857521057,524.9749841690063,47649600,GameStop
2010-04-20,528.7099905014038,530.1624841690063,521.6549873352051,527.0499920845032,27440000,GameStop
2010-04-21,526.2200126647949,526.2200126647949,513.9775094985962,521.6549873352051,28300400,GameStop
2010-04-22,518.75,522.2775015830994,514.5999841690063,519.3725142478943,40112000,GameStop
2010-04-23,518.5424952507019,524.3525094985962,516.052517414093,523.3149857521057,26032800,GameStop
2010-04-26,521.6549873352051,529.9550189971924,517.7125158309937,528.2949810028076,21112000,GameStop
2010-04-27,525.5974984169006,534.3125,507.13001108169556,509.2050189971924,24509600,GameStop
2010-04-28,510.24250316619873,520.2024936676025,506.71500158309937,512.9399857521057,14573600,GameStop
2010-04-29,518.5424952507019,524.3525094985962,512.3175110816956,518.5424952507019,13401600,GameStop
2010-04-30,519.9949889183044,521.6549873352051,502.3574810028076,504.43248891830444,16750000,GameStop
2010-05-03,510.4500079154968,525.1824889183044,504.43248891830444,521.6549873352051,13205200,GameStop
2010-05-04,524.9749841690063,524.9749841690063,507.9599905014038,513.3549952507019,19578400,GameStop
2010-05-05,506.2999920845032,516.259982585907,492.1899857521057,508.5825047492981,17316800,GameStop
2010-05-06,503.8100142478943,506.92250633239746,458.36750316619873,480.98500633239746,26537200,GameStop
2010-05-07,477.4575047492981,484.5125079154968,454.84000158309937,468.53499841690063,28214400,GameStop
2010-05-10,489.7000079154968,496.54750633239746,475.59000158309937,483.47498416900635,19441200,GameStop
2010-05-11,474.9674873352051,483.0600142478943,461.2724905014038,476.00501108169556,25358000,GameStop
2010-05-12,472.8925189971924,482.0224905014038,462.3100142478943,480.1549873352051,20704000,GameStop
2010-05-13,479.5325126647949,486.58751583099365,469.9874920845032,470.61000633239746,14396400,GameStop
2010-05-14,450.27501583099365,462.72498416900635,433.052517414093,453.3875079154968,37874000,GameStop
2010-05-17,452.97249841690063,457.53748416900635,441.7675189971924,457.1225142478943,20410800,GameStop
2010-05-18,460.23500633239746,465.00749683380127,442.18248891830444,444.25749683380127,17028000,GameStop
2010-05-19,443.0125079154968,446.125,429.52501583099365,441.3525094985962,25809600,GameStop
2010-05-20,447.16248416900635,474.1375079154968,427.6575126647949,427.865017414093,58545600,GameStop
2010-05-21,424.7524857521057,448.2000079154968,420.8100142478943,441.97498416900635,24071200,GameStop
2010-05-24,442.38999366760254,447.57749366760254,435.75,441.5600142478943,19369200,GameStop
2010-05-25,431.3925189971924,456.5,428.69499683380127,454.63249683380127,32569200,GameStop
2010-05-26,458.15999841690063,460.65001583099365,448.4075126647949,449.44499683380127,20909200,GameStop
2010-05-27,468.53499841690063,477.6650094985962,466.875,476.8349905014038,19578400,GameStop
2010-05-28,475.59000158309937,480.3624920845032,462.3100142478943,472.8925189971924,15776800,GameStop
2010-06-01,468.9500079154968,470.40250158309937,453.5950126647949,453.5950126647949,16959200,GameStop
2010-06-02,455.04750633239746,461.4799952507019,450.06751108169556,459.197482585907,14154800,GameStop
2010-06-03,460.02750158309937,471.8549952507019,457.1225142478943,470.61000633239746,13562000,GameStop
2010-06-04,459.81999683380127,467.0825047492981,447.16248416900635,451.7275094985962,16968000,GameStop
2010-06-07,451.9350142478943,457.3300189971924,437.8250079154968,438.6549873352051,17799600,GameStop
2010-06-08,438.447482585907,440.5224905014038,425.375,435.5424952507019,25142000,GameStop
2010-06-09,437.40999841690063,444.67250633239746,433.259982585907,435.5424952507019,15337600,GameStop
2010-06-10,443.0125079154968,449.2374920845032,436.78748416900635,440.5224905014038,14132800,GameStop
2010-06-11,436.5800189971924,457.1225142478943,432.6375079154968,449.44499683380127,20270000,GameStop
2010-06-14,450.27501583099365,460.02750158309937,448.4075126647949,454.009982585907,17182000,GameStop
2010-06-15,455.04750633239746,459.81999683380127,410.84998416900635,429.7324810028076,86314800,GameStop
2010-06-16,426.82749366760254,427.24250316619873,404.2099905014038,407.5299873352051,40100400,GameStop
2010-06-17,407.7374920845032,410.84998416900635,398.40001583099365,401.7200126647949,26484400,GameStop
2010-06-18,401.5125079154968,404.2099905014038,396.3250079154968,398.6074810028076,24309600,GameStop
2010-06-21,405.0400094985962,405.0400094985962,388.8549952507019,391.3450126647949,19453600,GameStop
2010-06-22,391.3450126647949,398.40001583099365,388.8549952507019,390.72249841690063,19208800,GameStop
2010-06-23,389.2700047492981,394.8725142478943,384.4975142478943,391.9674873352051,14618800,GameStop
2010-06-24,390.30748891830444,393.21251583099365,379.1025094985962,381.177517414093,24058000,GameStop
2010-06-25,382.00749683380127,388.6474905014038,376.6124920845032,384.0825047492981,25433200,GameStop
2010-06-28,380.13999366760254,392.1749920845032,377.02750158309937,389.0625,21330400,GameStop
2010-06-29,385.11998891830444,385.11998891830444,372.6699810028076,380.13999366760254,27437600,GameStop
2010-06-30,380.7625079154968,391.759982585907,378.4799952507019,389.8925189971924,32174400,GameStop
2010-07-01,387.61000633239746,401.09749841690063,386.9874920845032,395.70249366760254,39145600,GameStop
2010-07-02,394.6650094985962,397.98500633239746,378.4799952507019,379.1025094985962,22867200,GameStop
2010-07-06,381.7999920845032,390.93000316619873,378.6875,381.7999920845032,16960800,GameStop
2010-07-07,383.6674952507019,390.93000316619873,381.384982585907,389.0625,16324400,GameStop
2010-07-08,391.1375079154968,398.19251108169556,388.2324810028076,391.1375079154968,16996400,GameStop
2010-07-09,390.09998416900635,396.3250079154968,385.32749366760254,394.8725142478943,10320000,GameStop
2010-07-12,394.25,403.38001108169556,394.0424952507019,400.88999366760254,15144400,GameStop
2010-07-13,404.625,408.9824810028076,400.2675189971924,404.8325047492981,12702800,GameStop
2010-07-14,404.625,412.0950126647949,397.98500633239746,404.8325047492981,15780000,GameStop
2010-07-15,404.4174952507019,406.9075126647949,397.98500633239746,405.0400094985962,13475600,GameStop
2010-07-16,402.5499920845032,403.58751583099365,390.72249841690063,393.21251583099365,17426800,GameStop
2010-07-19,394.0424952507019,403.58751583099365,394.0424952507019,402.5499920845032,15486400,GameStop
2010-07-20,397.1549873352051,411.05748891830444,395.90999841690063,410.84998416900635,11388000,GameStop
2010-07-21,411.68000316619873,415.8300189971924,406.9075126647949,407.94499683380127,16517200,GameStop
2010-07-22,411.8875079154968,417.2825126647949,409.1899857521057,414.7924952507019,13131600,GameStop
2010-07-23,413.34000158309937,425.375,410.6425189971924,425.375,12521600,GameStop
2010-07-26,424.13001108169556,433.4674873352051,421.43248891830444,433.4674873352051,7603600,GameStop
2010-07-27,435.9575047492981,435.9575047492981,420.1875,421.0175189971924,13526000,GameStop
2010-07-28,421.43248891830444,429.11000633239746,414.5849905014038,415.2075047492981,11020000,GameStop
2010-07-29,415.8300189971924,418.52750158309937,403.58751583099365,409.6049952507019,14032400,GameStop
2010-07-30,404.8325047492981,416.45249366760254,402.5499920845032,416.03748416900635,9482400,GameStop
2010-08-02,419.7724905014038,439.06999683380127,419.7724905014038,438.0325126647949,18259600,GameStop
2010-08-03,437.61750316619873,437.61750316619873,425.5825047492981,428.69499683380127,9780400,GameStop
2010-08-04,431.80748891830444,445.9174952507019,429.11000633239746,441.1450047492981,14005600,GameStop
2010-08-05,439.90001583099365,440.3149857521057,431.80748891830444,438.447482585907,8965600,GameStop
2010-08-06,434.29750633239746,435.75,424.13001108169556,435.1274857521057,10918000,GameStop
2010-08-09,439.06999683380127,444.0499920845032,433.052517414093,434.9199810028076,13735200,GameStop
2010-08-10,430.5625,434.29750633239746,423.50749683380127,425.9975142478943,14230000,GameStop
2010-08-11,421.22498416900635,422.677517414093,410.2275094985962,412.0950126647949,17867600,GameStop
2010-08-12,408.56751108169556,417.9049873352051,403.38001108169556,408.9824810028076,14706400,GameStop
2010-08-13,407.115017414093,409.6049952507019,403.7949810028076,406.07749366760254,9609200,GameStop
2010-08-16,404.0024857521057,413.54750633239746,397.3624920845032,411.47249841690063,8584000,GameStop
2010-08-17,415.0,419.3574810028076,410.0200047492981,415.4150094985962,6376800,GameStop
2010-08-18,413.13249683380127,433.052517414093,413.13249683380127,430.7700047492981,13283200,GameStop
2010-08-19,401.927517414093,408.15250158309937,391.1375079154968,395.49498891830444,47737200,GameStop
2010-08-20,393.4199810028076,396.740017414093,385.11998891830444,390.30748891830444,16035600,GameStop
2010-08-23,392.79750633239746,394.0424952507019,380.13999366760254,382.21500158309937,11727200,GameStop
2010-08-24,378.4799952507019,384.4975142478943,372.8774857521057,380.55500316619873,13345600,GameStop
2010-08-25,376.4049873352051,385.11998891830444,373.9150094985962,382.21500158309937,13495600,GameStop
2010-08-26,383.2524857521057,386.365017414093,377.8574810028076,380.55500316619873,13732000,GameStop
2010-08-27,382.63001108169556,382.63001108169556,371.4249920845032,380.34749841690063,13263600,GameStop
2010-08-30,377.02750158309937,377.65001583099365,368.5200047492981,370.802517414093,11451600,GameStop
2010-08-31,368.9350142478943,376.197482585907,367.27501583099365,372.04750633239746,16536400,GameStop
2010-09-01,376.81999683380127,383.2524857521057,374.74498891830444,379.3100142478943,12469200,GameStop
2010-09-02,379.72498416900635,387.40250158309937,379.72498416900635,383.875,7676800,GameStop
2010-09-03,387.81751108169556,396.3250079154968,387.81751108169556,394.4575047492981,7668000,GameStop
2010-09-07,393.4199810028076,393.6274857521057,388.02501583099365,389.0625,6510400,GameStop
2010-09-08,387.40250158309937,391.759982585907,383.875,385.32749366760254,8611600,GameStop
2010-09-09,387.81751108169556,389.4775094985962,379.93248891830444,381.384982585907,8307200,GameStop
2010-09-10,383.0449810028076,384.4975142478943,378.0649857521057,378.6875,12256400,GameStop
2010-09-13,382.83751583099365,391.759982585907,382.42250633239746,386.9874920845032,10225200,GameStop
2010-09-14,388.2324810028076,394.0424952507019,385.74250316619873,386.1575126647949,12170800,GameStop
2010-09-15,383.6674952507019,388.02501583099365,380.9700126647949,385.74250316619873,8092800,GameStop
2010-09-16,405.66248416900635,419.15001583099365,399.2299952507019,402.5499920845032,44586000,GameStop
2010-09-17,407.322482585907,407.322482585907,395.49498891830444,401.927517414093,20073200,GameStop
2010-09-20,404.2099905014038,409.6049952507019,402.3424873352051,405.86998891830444,15766800,GameStop
2010-09-21,405.86998891830444,409.8125,400.47498416900635,404.2099905014038,13212800,GameStop
2010-09-22,403.17250633239746,405.4550189971924,400.2675189971924,404.625,10188800,GameStop
2010-09-23,402.75749683380127,411.8875079154968,400.47498416900635,405.4550189971924,11340800,GameStop
2010-09-24,411.8875079154968,415.8300189971924,407.115017414093,413.34000158309937,11678800,GameStop
2010-09-27,415.8300189971924,416.03748416900635,409.6049952507019,411.26499366760254,5881200,GameStop
2010-09-28,413.54750633239746,415.2075047492981,404.8325047492981,412.509982585907,10490400,GameStop
2010-09-29,411.26499366760254,413.96251583099365,407.7374920845032,408.77501583099365,6109200,GameStop
2010-09-30,410.6425189971924,414.3774857521057,401.7200126647949,408.9824810028076,8918000,GameStop
2010-10-01,413.96251583099365,416.03748416900635,404.8325047492981,415.0,11784400,GameStop
2010-10-04,412.302517414093,415.0,407.115017414093,412.7174873352051,8826400,GameStop
2010-10-05,416.65999841690063,427.24250316619873,416.03748416900635,419.9799952507019,12304400,GameStop
2010-10-06,419.3574810028076,422.2625079154968,416.45249366760254,419.3574810028076,9574800,GameStop
2010-10-07,420.3950047492981,422.4700126647949,411.8875079154968,413.34000158309937,8383200,GameStop
2010-10-08,413.34000158309937,419.15001583099365,411.68000316619873,416.65999841690063,8096400,GameStop
2010-10-11,416.65999841690063,423.0924873352051,414.7924952507019,422.677517414093,9967200,GameStop
2010-10-12,418.52750158309937,419.15001583099365,404.625,410.84998416900635,21450800,GameStop
2010-10-13,412.509982585907,412.509982585907,399.0224905014038,399.4375,20300800,GameStop
2010-10-14,399.4375,402.5499920845032,386.9874920845032,390.51499366760254,22972000,GameStop
2010-10-15,390.72249841690063,393.00501108169556,377.65001583099365,380.13999366760254,30591200,GameStop
2010-10-18,382.42250633239746,386.7799873352051,372.04750633239746,379.1025094985962,25016000,GameStop
2010-10-19,375.36750316619873,387.40250158309937,374.74498891830444,382.21500158309937,28256400,GameStop
2010-10-20,383.4599905014038,396.947482585907,379.93248891830444,393.4199810028076,22742800,GameStop
2010-10-21,394.0424952507019,396.5325126647949,392.38249683380127,395.0800189971924,13030400,GameStop
2010-10-22,395.90999841690063,397.56999683380127,392.59000158309937,396.947482585907,9695200,GameStop
2010-10-25,399.4375,402.5499920845032,394.6650094985962,399.0224905014038,12758000,GameStop
2010-10-26,397.1549873352051,404.2099905014038,394.25,402.5499920845032,8827200,GameStop
2010-10-27,400.47498416900635,402.5499920845032,394.8725142478943,402.134982585907,13015600,GameStop
2010-10-28,404.8325047492981,406.49250316619873,399.8525094985962,402.75749683380127,8272400,GameStop
2010-10-29,401.7200126647949,407.94499683380127,398.19251108169556,407.7374920845032,9536000,GameStop
2010-11-01,409.6049952507019,411.26499366760254,397.56999683380127,400.68248891830444,9892000,GameStop
2010-11-02,402.96500158309937,409.1899857521057,399.8525094985962,406.28499841690063,7034400,GameStop
2010-11-03,407.322482585907,411.8875079154968,401.7200126647949,405.66248416900635,10092400,GameStop
2010-11-04,407.5299873352051,414.3774857521057,407.5299873352051,413.96251583099365,11070400,GameStop
2010-11-05,412.302517414093,422.4700126647949,411.8875079154968,414.7924952507019,14497200,GameStop
2010-11-08,415.2075047492981,430.7700047492981,410.0200047492981,425.9975142478943,14281600,GameStop
2010-11-09,427.24250316619873,429.11000633239746,418.31999683380127,418.94251108169556,15514000,GameStop
2010-11-10,419.5649857521057,422.677517414093,416.03748416900635,417.9049873352051,16176400,GameStop
2010-11-11,415.0,438.8624920845032,411.05748891830444,437.8250079154968,29224000,GameStop
2010-11-12,435.9575047492981,439.90001583099365,428.2799873352051,432.22249841690063,13454000,GameStop
2010-11-15,434.71251583099365,436.5800189971924,429.31751108169556,429.9399857521057,8705200,GameStop
2010-11-16,427.4500079154968,440.1074810028076,426.41248416900635,432.6375079154968,23330800,GameStop
2010-11-17,444.67250633239746,459.197482585907,435.3349905014038,435.75,46576000,GameStop
2010-11-18,425.375,449.65250158309937,416.24498891830444,423.2999920845032,44690400,GameStop
2010-11-19,422.4700126647949,423.2999920845032,412.9249920845032,417.490017414093,14322800,GameStop
2010-11-22,417.2825126647949,428.4874920845032,415.8300189971924,422.884982585907,13339600,GameStop
2010-11-23,420.1875,424.33751583099365,417.0750079154968,419.3574810028076,8614400,GameStop
2010-11-24,422.2625079154968,425.375,418.31999683380127,422.2625079154968,7475200,GameStop
2010-11-26,421.84749841690063,430.1474905014038,420.1875,425.375,4770000,GameStop
2010-11-29,422.884982585907,424.5449810028076,416.65999841690063,417.490017414093,10330400,GameStop
2010-11-30,415.0,420.3950047492981,412.7174873352051,413.34000158309937,12746000,GameStop
2010-12-01,419.5649857521057,425.375,412.9249920845032,420.6025094985962,17286400,GameStop
2010-12-02,421.63999366760254,440.5224905014038,419.15001583099365,438.8624920845032,21618400,GameStop
2010-12-03,438.447482585907,444.25749683380127,435.9575047492981,442.59749841690063,15067200,GameStop
2010-12-06,442.38999366760254,443.8424873352051,436.1650094985962,440.9375,8966800,GameStop
2010-12-07,444.25749683380127,447.36998891830444,443.2200126647949,444.88001108169556,12620400,GameStop
2010-12-08,445.9174952507019,448.615017414093,440.1074810028076,442.38999366760254,10954000,GameStop
2010-12-09,445.7099905014038,451.1049952507019,444.0499920845032,449.0299873352051,10022800,GameStop
2010-12-10,451.1049952507019,462.1025094985962,451.1049952507019,461.4799952507019,14664800,GameStop
2010-12-13,463.9700126647949,463.9700126647949,451.5200047492981,454.84000158309937,14086800,GameStop
2010-12-14,450.8974905014038,453.802517414093,441.97498416900635,451.1049952507019,16030000,GameStop
2010-12-15,450.27501583099365,456.2924952507019,446.5400094985962,447.36998891830444,15179200,GameStop
2010-12-16,448.615017414093,451.7275094985962,441.97498416900635,450.4824810028076,9459600,GameStop
2010-12-17,449.2374920845032,453.18000316619873,446.3325047492981,449.65250158309937,9826000,GameStop
2010-12-20,452.1425189971924,452.97249841690063,440.5224905014038,441.1450047492981,13609200,GameStop
2010-12-21,443.427517414093,449.65250158309937,441.97498416900635,449.0299873352051,7195200,GameStop
2010-12-22,449.65250158309937,452.76499366760254,445.2949810028076,450.27501583099365,5863600,GameStop
2010-12-23,450.6899857521057,462.93248891830444,449.86000633239746,461.0649857521057,12488400,GameStop
2010-12-27,459.197482585907,465.42250633239746,458.15999841690063,461.6875,7621600,GameStop
2010-12-28,461.4799952507019,467.91248416900635,458.5750079154968,467.2900094985962,7936000,GameStop
2010-12-29,467.91248416900635,469.7799873352051,464.7999920845032,467.0825047492981,7957600,GameStop
2010-12-30,467.4975142478943,477.25,466.4599905014038,476.21251583099365,12323200,GameStop
2010-12-31,476.21251583099365,477.0424952507019,471.8549952507019,474.759982585907,6328800,GameStop
2011-01-03,478.70249366760254,482.0224905014038,475.1749920845032,475.38249683380127,9595200,GameStop
2011-01-04,476.6274857521057,476.8349905014038,466.2524857521057,466.875,11084000,GameStop
2011-01-05,466.6674952507019,469.9874920845032,454.009982585907,454.2174873352051,24244800,GameStop
2011-01-06,441.7675189971924,442.38999366760254,426.41248416900635,428.072482585907,45365600,GameStop
2011-01-07,427.865017414093,434.9199810028076,418.73500633239746,430.9775094985962,23160800,GameStop
2011-01-10,428.4874920845032,430.5625,421.22498416900635,429.52501583099365,14912000,GameStop
2011-01-11,428.69499683380127,429.52501583099365,417.2825126647949,418.94251108169556,17895600,GameStop
2011-01-12,420.1875,430.9775094985962,419.15001583099365,428.90250158309937,18063200,GameStop
2011-01-13,428.072482585907,435.75,426.82749366760254,427.4500079154968,14550400,GameStop
2011-01-14,427.24250316619873,428.072482585907,421.63999366760254,422.677517414093,16853600,GameStop
2011-01-18,423.71500158309937,427.03499841690063,417.490017414093,422.677517414093,11729200,GameStop
2011-01-19,421.63999366760254,425.7900094985962,417.490017414093,424.5449810028076,15343600,GameStop
2011-01-20,423.92250633239746,436.1650094985962,423.92250633239746,435.9575047492981,19676800,GameStop
2011-01-21,439.48500633239746,440.1074810028076,431.59998416900635,433.6749920845032,17216000,GameStop
2011-01-24,432.43000316619873,437.61750316619873,425.1674952507019,437.61750316619873,11408800,GameStop
2011-01-25,435.5424952507019,437.61750316619873,431.80748891830444,436.99498891830444,11108400,GameStop
2011-01-26,437.20249366760254,440.9375,434.29750633239746,436.5800189971924,8602800,GameStop
2011-01-27,436.78748416900635,440.9375,434.71251583099365,437.20249366760254,13016400,GameStop
2011-01-28,437.20249366760254,439.48500633239746,428.90250158309937,435.3349905014038,13380400,GameStop
2011-01-31,437.61750316619873,439.48500633239746,432.22249841690063,437.20249366760254,8538000,GameStop
2011-02-01,438.6549873352051,439.48500633239746,425.7900094985962,426.41248416900635,16999600,GameStop
2011-02-02,424.5449810028076,424.5449810028076,409.3974905014038,411.26499366760254,30396000,GameStop
2011-02-03,410.6425189971924,418.94251108169556,398.19251108169556,404.625,25717600,GameStop
2011-02-04,408.56751108169556,421.84749841690063,408.56751108169556,416.03748416900635,23932800,GameStop
2011-02-07,417.9049873352051,420.6025094985962,416.03748416900635,417.9049873352051,14493200,GameStop
2011-02-08,417.9049873352051,418.31999683380127,411.68000316619873,415.4150094985962,18070400,GameStop
2011-02-09,415.8300189971924,417.490017414093,407.322482585907,408.77501583099365,15080800,GameStop
2011-02-10,406.28499841690063,429.11000633239746,404.8325047492981,422.677517414093,24326000,GameStop
2011-02-11,420.6025094985962,423.50749683380127,416.45249366760254,420.8100142478943,16693600,GameStop
2011-02-14,408.15250158309937,415.0,405.86998891830444,412.302517414093,19096800,GameStop
2011-02-15,410.4350142478943,418.1124920845032,410.4350142478943,415.8300189971924,17814400,GameStop
2011-02-16,417.697482585907,421.43248891830444,414.5849905014038,420.6025094985962,17260400,GameStop
2011-02-17,418.73500633239746,427.03499841690063,416.24498891830444,417.2825126647949,12615200,GameStop
2011-02-18,418.52750158309937,422.4700126647949,412.0950126647949,413.96251583099365,14541600,GameStop
2011-02-22,414.7924952507019,415.6225142478943,405.86998891830444,408.36000633239746,21687200,GameStop
2011-02-23,408.77501583099365,412.9249920845032,405.4550189971924,408.36000633239746,16189600,GameStop
2011-02-24,408.15250158309937,409.1899857521057,403.58751583099365,404.8325047492981,14920000,GameStop
2011-02-25,407.115017414093,412.509982585907,404.4174952507019,411.8875079154968,9886000,GameStop
2011-02-28,415.0,415.2075047492981,410.0200047492981,413.96251583099365,8912400,GameStop
2011-03-01,413.96251583099365,416.03748416900635,407.94499683380127,409.1899857521057,15414400,GameStop
2011-03-02,407.94499683380127,413.54750633239746,406.9075126647949,408.77501583099365,11159600,GameStop
2011-03-03,411.26499366760254,418.52750158309937,407.5299873352051,417.697482585907,13021200,GameStop
2011-03-04,415.4150094985962,417.9049873352051,413.34000158309937,416.03748416900635,9802800,GameStop
2011-03-07,417.490017414093,420.8100142478943,408.56751108169556,408.9824810028076,14274400,GameStop
2011-03-08,408.77501583099365,415.6225142478943,403.7949810028076,411.26499366760254,9460400,GameStop
